"id","duration_seconds","duration_POSIX","start_date","start_station","start_station_id","end_date","end_station","end_station_id","bike_id","subscription_type","zip_code"
419506,104,1969-12-31 19:01:44,2014-08-21 20:03:00,"Embarcadero at Bryant","54",2014-08-21 20:05:00,"Embarcadero at Bryant","54",283,"Subscriber","94105"
419504,64,1969-12-31 19:01:04,2014-08-21 20:00:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-08-21 20:01:00,"San Francisco Caltrain (Townsend at 4th)","70",352,"Subscriber","94133"
419290,98,1969-12-31 19:01:38,2014-08-21 18:09:00,"Santa Clara County Civic Center","80",2014-08-21 18:11:00,"Santa Clara County Civic Center","80",32,"Subscriber","95018"
419199,78,1969-12-31 19:01:18,2014-08-21 17:37:00,"Embarcadero at Sansome","60",2014-08-21 17:39:00,"Embarcadero at Sansome","60",517,"Customer","93277"
418587,74,1969-12-31 19:01:14,2014-08-21 11:41:00,"Market at 10th","67",2014-08-21 11:42:00,"Market at 10th","67",452,"Subscriber","94103"
417880,97,1969-12-31 19:01:37,2014-08-21 07:31:00,"Ryland Park","84",2014-08-21 07:33:00,"Ryland Park","84",142,"Subscriber","95112"
417561,90,1969-12-31 19:01:30,2014-08-20 18:56:00,"Townsend at 7th","65",2014-08-20 18:57:00,"Townsend at 7th","65",624,"Subscriber","94103"
417074,72,1969-12-31 19:01:12,2014-08-20 16:21:00,"Embarcadero at Sansome","60",2014-08-20 16:22:00,"Embarcadero at Sansome","60",340,"Subscriber","94131"
416452,64,1969-12-31 19:01:04,2014-08-20 08:55:00,"Steuart at Market","74",2014-08-20 08:57:00,"Steuart at Market","74",340,"Subscriber","94110"
414736,115,1969-12-31 19:01:55,2014-08-19 09:25:00,"Powell at Post (Union Square)","71",2014-08-19 09:26:00,"Powell at Post (Union Square)","71",395,"Customer","91402"
412441,64,1969-12-31 19:01:04,2014-08-17 22:37:00,"MLK Library","11",2014-08-17 22:38:00,"MLK Library","11",223,"Customer","95127"
412246,110,1969-12-31 19:01:50,2014-08-17 16:37:00,"Powell Street BART","39",2014-08-17 16:39:00,"Powell Street BART","39",546,"Customer","22557"
412121,147,1969-12-31 19:02:27,2014-08-17 14:03:00,"Embarcadero at Folsom","51",2014-08-17 14:06:00,"Embarcadero at Folsom","51",527,"Customer","94044"
412119,158,1969-12-31 19:02:38,2014-08-17 14:00:00,"Embarcadero at Folsom","51",2014-08-17 14:02:00,"Embarcadero at Folsom","51",393,"Customer","92011"
412004,61,1969-12-31 19:01:01,2014-08-17 11:41:00,"Powell Street BART","39",2014-08-17 11:42:00,"Powell Street BART","39",424,"Customer","86"
411589,93,1969-12-31 19:01:33,2014-08-16 15:16:00,"Civic Center BART (7th at Market)","72",2014-08-16 15:18:00,"Civic Center BART (7th at Market)","72",189,"Customer","nil"
411516,167,1969-12-31 19:02:47,2014-08-16 14:02:00,"2nd at Townsend","61",2014-08-16 14:05:00,"2nd at Townsend","61",598,"Subscriber","94107"
411312,171,1969-12-31 19:02:51,2014-08-16 09:48:00,"Spear at Folsom","49",2014-08-16 09:51:00,"Spear at Folsom","49",363,"Subscriber","94602"
411033,138,1969-12-31 19:02:18,2014-08-15 18:17:00,"2nd at Townsend","61",2014-08-15 18:19:00,"2nd at Townsend","61",598,"Subscriber","94123"
410597,60,1969-12-31 19:01:00,2014-08-15 15:15:00,"Broadway St at Battery St","82",2014-08-15 15:16:00,"Broadway St at Battery St","82",516,"Subscriber","94107"
410162,64,1969-12-31 19:01:04,2014-08-15 09:26:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-08-15 09:27:00,"Temporary Transbay Terminal (Howard at Beale)","55",427,"Subscriber","94108"
410102,71,1969-12-31 19:01:11,2014-08-15 09:05:00,"Grant Avenue at Columbus Avenue","73",2014-08-15 09:06:00,"Grant Avenue at Columbus Avenue","73",410,"Customer","nil"
410101,79,1969-12-31 19:01:19,2014-08-15 09:05:00,"Grant Avenue at Columbus Avenue","73",2014-08-15 09:06:00,"Grant Avenue at Columbus Avenue","73",515,"Customer",NA
409979,63,1969-12-31 19:01:03,2014-08-15 08:37:00,"Powell Street BART","39",2014-08-15 08:38:00,"Powell Street BART","39",609,"Customer",NA
409345,62,1969-12-31 19:01:02,2014-08-14 17:37:00,"Townsend at 7th","65",2014-08-14 17:38:00,"Townsend at 7th","65",554,"Subscriber","94133"
407303,85,1969-12-31 19:01:25,2014-08-13 15:38:00,"2nd at Townsend","61",2014-08-13 15:39:00,"2nd at Townsend","61",489,"Subscriber","94002"
407302,84,1969-12-31 19:01:24,2014-08-13 15:38:00,"2nd at Townsend","61",2014-08-13 15:39:00,"2nd at Townsend","61",403,"Subscriber","94002"
406512,69,1969-12-31 19:01:09,2014-08-13 08:09:00,"San Salvador at 1st","8",2014-08-13 08:10:00,"San Salvador at 1st","8",80,"Customer","92025"
405485,85,1969-12-31 19:01:25,2014-08-12 16:28:00,"Howard at 2nd","63",2014-08-12 16:29:00,"Howard at 2nd","63",349,"Subscriber","94618"
405130,174,1969-12-31 19:02:54,2014-08-12 12:20:00,"Howard at 2nd","63",2014-08-12 12:23:00,"Howard at 2nd","63",300,"Subscriber","94105"
405126,122,1969-12-31 19:02:02,2014-08-12 12:20:00,"Howard at 2nd","63",2014-08-12 12:22:00,"Howard at 2nd","63",309,"Subscriber","94105"
404833,103,1969-12-31 19:01:43,2014-08-12 09:25:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-08-12 09:26:00,"San Francisco Caltrain 2 (330 Townsend)","69",629,"Subscriber","94404"
404794,117,1969-12-31 19:01:57,2014-08-12 09:10:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-08-12 09:12:00,"San Francisco Caltrain (Townsend at 4th)","70",629,"Subscriber","94086"
404133,179,1969-12-31 19:02:59,2014-08-11 20:48:00,"Spear at Folsom","49",2014-08-11 20:51:00,"Spear at Folsom","49",317,"Subscriber","94501"
403886,70,1969-12-31 19:01:10,2014-08-11 18:14:00,"Davis at Jackson","42",2014-08-11 18:15:00,"Davis at Jackson","42",566,"Subscriber","95129"
403304,117,1969-12-31 19:01:57,2014-08-11 14:56:00,"Embarcadero at Vallejo","48",2014-08-11 14:58:00,"Embarcadero at Vallejo","48",566,"Subscriber","94043"
403141,117,1969-12-31 19:01:57,2014-08-11 12:00:00,"Embarcadero at Vallejo","48",2014-08-11 12:02:00,"Embarcadero at Vallejo","48",566,"Subscriber","94114"
402968,148,1969-12-31 19:02:28,2014-08-11 09:41:00,"Broadway St at Battery St","82",2014-08-11 09:44:00,"Broadway St at Battery St","82",532,"Subscriber","94133"
402714,71,1969-12-31 19:01:11,2014-08-11 08:36:00,"Market at 10th","67",2014-08-11 08:37:00,"Market at 10th","67",477,"Subscriber","94131"
402529,61,1969-12-31 19:01:01,2014-08-11 07:43:00,"San Francisco Caltrain (Townsend at 4th)","70",2014-08-11 07:44:00,"San Francisco Caltrain (Townsend at 4th)","70",311,"Subscriber","94025"
402193,176,1969-12-31 19:02:56,2014-08-10 18:21:00,"Grant Avenue at Columbus Avenue","73",2014-08-10 18:24:00,"Grant Avenue at Columbus Avenue","73",623,"Customer","7076"
402148,144,1969-12-31 19:02:24,2014-08-10 17:15:00,"Civic Center BART (7th at Market)","72",2014-08-10 17:17:00,"Civic Center BART (7th at Market)","72",529,"Customer","21409"
401877,83,1969-12-31 19:01:23,2014-08-10 12:49:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",2014-08-10 12:50:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",320,"Customer","nil"
401640,69,1969-12-31 19:01:09,2014-08-09 18:41:00,"Grant Avenue at Columbus Avenue","73",2014-08-09 18:42:00,"Grant Avenue at Columbus Avenue","73",429,"Customer","52"
401561,95,1969-12-31 19:01:35,2014-08-09 16:37:00,"Commercial at Montgomery","45",2014-08-09 16:39:00,"Commercial at Montgomery","45",495,"Customer","52"
401470,120,1969-12-31 19:02:00,2014-08-09 14:49:00,"SJSU 4th at San Carlos","12",2014-08-09 14:51:00,"SJSU 4th at San Carlos","12",132,"Customer","nil"
401302,124,1969-12-31 19:02:04,2014-08-09 10:41:00,"Grant Avenue at Columbus Avenue","73",2014-08-09 10:43:00,"Grant Avenue at Columbus Avenue","73",477,"Subscriber","94133"
401293,128,1969-12-31 19:02:08,2014-08-09 10:35:00,"Commercial at Montgomery","45",2014-08-09 10:37:00,"Commercial at Montgomery","45",564,"Subscriber","94133"
401171,71,1969-12-31 19:01:11,2014-08-08 23:01:00,"Embarcadero at Bryant","54",2014-08-08 23:02:00,"Embarcadero at Bryant","54",620,"Subscriber","94105"
401167,99,1969-12-31 19:01:39,2014-08-08 22:28:00,"San Salvador at 1st","8",2014-08-08 22:29:00,"San Salvador at 1st","8",11,"Subscriber","95112"
400943,73,1969-12-31 19:01:13,2014-08-08 18:18:00,"Broadway St at Battery St","82",2014-08-08 18:19:00,"Broadway St at Battery St","82",546,"Subscriber","94107"
400902,66,1969-12-31 19:01:06,2014-08-08 18:06:00,"Market at Sansome","77",2014-08-08 18:07:00,"Market at Sansome","77",67,"Subscriber","94402"
400122,107,1969-12-31 19:01:47,2014-08-08 10:30:00,"Powell Street BART","39",2014-08-08 10:31:00,"Powell Street BART","39",622,"Subscriber","94103"
399593,153,1969-12-31 19:02:33,2014-08-08 05:43:00,"Grant Avenue at Columbus Avenue","73",2014-08-08 05:46:00,"Grant Avenue at Columbus Avenue","73",383,"Subscriber","94133"
399551,83,1969-12-31 19:01:23,2014-08-07 21:56:00,"Howard at 2nd","63",2014-08-07 21:57:00,"Howard at 2nd","63",488,"Customer","nil"
399515,88,1969-12-31 19:01:28,2014-08-07 20:50:00,"Market at 4th","76",2014-08-07 20:52:00,"Market at 4th","76",411,"Subscriber","94158"
399150,76,1969-12-31 19:01:16,2014-08-07 17:37:00,"Washington at Kearny","46",2014-08-07 17:38:00,"Washington at Kearny","46",610,"Subscriber","94115"
398598,112,1969-12-31 19:01:52,2014-08-07 12:38:00,"Powell at Post (Union Square)","71",2014-08-07 12:40:00,"Powell at Post (Union Square)","71",491,"Customer","94108"
398360,93,1969-12-31 19:01:33,2014-08-07 10:03:00,"Grant Avenue at Columbus Avenue","73",2014-08-07 10:05:00,"Grant Avenue at Columbus Avenue","73",387,"Subscriber","94104"
398084,90,1969-12-31 19:01:30,2014-08-07 08:44:00,"Civic Center BART (7th at Market)","72",2014-08-07 08:45:00,"Civic Center BART (7th at Market)","72",410,"Customer","80129"
397931,85,1969-12-31 19:01:25,2014-08-07 07:55:00,"Washington at Kearny","46",2014-08-07 07:57:00,"Washington at Kearny","46",610,"Subscriber","94133"
396985,71,1969-12-31 19:01:11,2014-08-06 16:09:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-08-06 16:10:00,"Temporary Transbay Terminal (Howard at Beale)","55",594,"Subscriber","94121"
396749,72,1969-12-31 19:01:12,2014-08-06 12:37:00,"Golden Gate at Polk","59",2014-08-06 12:38:00,"Golden Gate at Polk","59",568,"Subscriber","94103"
395646,63,1969-12-31 19:01:03,2014-08-05 19:16:00,"Townsend at 7th","65",2014-08-05 19:17:00,"Townsend at 7th","65",69,"Subscriber","94066"
395535,128,1969-12-31 19:02:08,2014-08-05 18:36:00,"San Jose City Hall","10",2014-08-05 18:38:00,"San Jose City Hall","10",658,"Subscriber","94041"
395071,76,1969-12-31 19:01:16,2014-08-05 16:00:00,"2nd at Townsend","61",2014-08-05 16:01:00,"2nd at Townsend","61",422,"Customer","11365"
395068,72,1969-12-31 19:01:12,2014-08-05 15:58:00,"2nd at Townsend","61",2014-08-05 16:00:00,"2nd at Townsend","61",421,"Customer","11365"
395053,117,1969-12-31 19:01:57,2014-08-05 15:50:00,"2nd at Townsend","61",2014-08-05 15:52:00,"2nd at Townsend","61",422,"Customer","11365"
395037,144,1969-12-31 19:02:24,2014-08-05 15:44:00,"Davis at Jackson","42",2014-08-05 15:46:00,"Davis at Jackson","42",455,"Subscriber","95125"
395023,100,1969-12-31 19:01:40,2014-08-05 15:39:00,"2nd at Townsend","61",2014-08-05 15:41:00,"2nd at Townsend","61",421,"Customer","11365"
394843,123,1969-12-31 19:02:03,2014-08-05 12:49:00,"Commercial at Montgomery","45",2014-08-05 12:51:00,"Commercial at Montgomery","45",420,"Subscriber","94107"
393905,86,1969-12-31 19:01:26,2014-08-04 20:06:00,"Market at 4th","76",2014-08-04 20:07:00,"Market at 4th","76",452,"Subscriber","94107"
393524,112,1969-12-31 19:01:52,2014-08-04 17:30:00,"Steuart at Market","74",2014-08-04 17:32:00,"Steuart at Market","74",483,"Customer","nil"
393517,91,1969-12-31 19:01:31,2014-08-04 17:28:00,"Steuart at Market","74",2014-08-04 17:29:00,"Steuart at Market","74",483,"Customer","nil"
393324,77,1969-12-31 19:01:17,2014-08-04 16:21:00,"California Ave Caltrain Station","36",2014-08-04 16:22:00,"California Ave Caltrain Station","36",60,"Customer","94301"
392709,71,1969-12-31 19:01:11,2014-08-04 08:51:00,"Grant Avenue at Columbus Avenue","73",2014-08-04 08:52:00,"Grant Avenue at Columbus Avenue","73",536,"Subscriber","94133"
392591,134,1969-12-31 19:02:14,2014-08-04 08:19:00,"Powell at Post (Union Square)","71",2014-08-04 08:21:00,"Powell at Post (Union Square)","71",426,"Customer","11215"
391985,168,1969-12-31 19:02:48,2014-08-03 14:13:00,"Civic Center BART (7th at Market)","72",2014-08-03 14:16:00,"Civic Center BART (7th at Market)","72",417,"Customer","nil"
391854,110,1969-12-31 19:01:50,2014-08-03 11:21:00,"Market at 10th","67",2014-08-03 11:22:00,"Market at 10th","67",632,"Customer","82718"
391795,65,1969-12-31 19:01:05,2014-08-03 09:47:00,"Powell at Post (Union Square)","71",2014-08-03 09:48:00,"Powell at Post (Union Square)","71",426,"Subscriber","94111"
391635,100,1969-12-31 19:01:40,2014-08-02 18:22:00,"Townsend at 7th","65",2014-08-02 18:24:00,"Townsend at 7th","65",619,"Subscriber","94402"
391628,74,1969-12-31 19:01:14,2014-08-02 18:13:00,"Market at 4th","76",2014-08-02 18:14:00,"Market at 4th","76",469,"Customer","97223"
391515,68,1969-12-31 19:01:08,2014-08-02 16:02:00,"Redwood City Caltrain Station","22",2014-08-02 16:03:00,"Redwood City Caltrain Station","22",125,"Subscriber","94109"
391124,74,1969-12-31 19:01:14,2014-08-01 22:06:00,"Howard at 2nd","63",2014-08-01 22:07:00,"Howard at 2nd","63",545,"Customer","86"
390458,76,1969-12-31 19:01:16,2014-08-01 15:14:00,"Market at 10th","67",2014-08-01 15:15:00,"Market at 10th","67",97,"Subscriber","95112"
390373,80,1969-12-31 19:01:20,2014-08-01 13:56:00,"Powell at Post (Union Square)","71",2014-08-01 13:58:00,"Powell at Post (Union Square)","71",426,"Subscriber","94107"
390245,66,1969-12-31 19:01:06,2014-08-01 12:14:00,"Harry Bridges Plaza (Ferry Building)","50",2014-08-01 12:15:00,"Harry Bridges Plaza (Ferry Building)","50",347,"Subscriber","94705"
389771,110,1969-12-31 19:01:50,2014-08-01 08:08:00,"Harry Bridges Plaza (Ferry Building)","50",2014-08-01 08:10:00,"Harry Bridges Plaza (Ferry Building)","50",515,"Subscriber","94546"
389034,113,1969-12-31 19:01:53,2014-07-31 17:03:00,"Embarcadero at Vallejo","48",2014-07-31 17:05:00,"Embarcadero at Vallejo","48",451,"Subscriber","94086"
388866,173,1969-12-31 19:02:53,2014-07-31 16:01:00,"Santa Clara County Civic Center","80",2014-07-31 16:04:00,"Santa Clara County Civic Center","80",127,"Subscriber","95116"
388558,97,1969-12-31 19:01:37,2014-07-31 11:49:00,"Powell Street BART","39",2014-07-31 11:51:00,"Powell Street BART","39",329,"Customer","nil"
387043,91,1969-12-31 19:01:31,2014-07-30 16:10:00,"MLK Library","11",2014-07-30 16:11:00,"MLK Library","11",664,"Customer","95112"
386598,74,1969-12-31 19:01:14,2014-07-30 10:18:00,"Embarcadero at Sansome","60",2014-07-30 10:19:00,"Embarcadero at Sansome","60",334,"Customer","10110"
385913,107,1969-12-31 19:01:47,2014-07-29 22:25:00,"2nd at Townsend","61",2014-07-29 22:27:00,"2nd at Townsend","61",453,"Subscriber","94133"
385761,123,1969-12-31 19:02:03,2014-07-29 19:52:00,"2nd at Folsom","62",2014-07-29 19:55:00,"2nd at Folsom","62",421,"Subscriber","94107"
385728,72,1969-12-31 19:01:12,2014-07-29 19:25:00,"Embarcadero at Folsom","51",2014-07-29 19:26:00,"Embarcadero at Folsom","51",409,"Customer","95927"
385595,133,1969-12-31 19:02:13,2014-07-29 18:31:00,"California Ave Caltrain Station","36",2014-07-29 18:33:00,"California Ave Caltrain Station","36",28,"Subscriber","94402"
384644,98,1969-12-31 19:01:38,2014-07-29 09:28:00,"MLK Library","11",2014-07-29 09:30:00,"MLK Library","11",58,"Subscriber","95113"
384269,77,1969-12-31 19:01:17,2014-07-29 07:50:00,"Civic Center BART (7th at Market)","72",2014-07-29 07:51:00,"Civic Center BART (7th at Market)","72",609,"Subscriber","94111"
383893,65,1969-12-31 19:01:05,2014-07-28 19:26:00,"Embarcadero at Bryant","54",2014-07-28 19:27:00,"Embarcadero at Bryant","54",677,"Subscriber","94122"
383292,98,1969-12-31 19:01:38,2014-07-28 16:16:00,"Howard at 2nd","63",2014-07-28 16:18:00,"Howard at 2nd","63",429,"Subscriber","94107"
383130,86,1969-12-31 19:01:26,2014-07-28 13:46:00,"Harry Bridges Plaza (Ferry Building)","50",2014-07-28 13:48:00,"Harry Bridges Plaza (Ferry Building)","50",356,"Customer","94110"
383034,70,1969-12-31 19:01:10,2014-07-28 12:28:00,"Market at Sansome","77",2014-07-28 12:29:00,"Market at Sansome","77",567,"Subscriber","94608"
382721,166,1969-12-31 19:02:46,2014-07-28 09:15:00,"Civic Center BART (7th at Market)","72",2014-07-28 09:17:00,"Civic Center BART (7th at Market)","72",289,"Subscriber","94103"
382648,169,1969-12-31 19:02:49,2014-07-28 08:56:00,"Howard at 2nd","63",2014-07-28 08:59:00,"Howard at 2nd","63",366,"Subscriber","94702"
382631,123,1969-12-31 19:02:03,2014-07-28 08:52:00,"Civic Center BART (7th at Market)","72",2014-07-28 08:54:00,"Civic Center BART (7th at Market)","72",289,"Subscriber","94551"
382561,72,1969-12-31 19:01:12,2014-07-28 08:36:00,"2nd at Townsend","61",2014-07-28 08:37:00,"2nd at Townsend","61",413,"Subscriber","94025"
382334,125,1969-12-31 19:02:05,2014-07-28 07:15:00,"Civic Center BART (7th at Market)","72",2014-07-28 07:17:00,"Civic Center BART (7th at Market)","72",491,"Subscriber","94122"
382260,71,1969-12-31 19:01:11,2014-07-28 04:31:00,"Civic Center BART (7th at Market)","72",2014-07-28 04:32:00,"Civic Center BART (7th at Market)","72",709,"Subscriber","94118"
382259,65,1969-12-31 19:01:05,2014-07-28 04:30:00,"Civic Center BART (7th at Market)","72",2014-07-28 04:31:00,"Civic Center BART (7th at Market)","72",463,"Subscriber","94118"
382082,102,1969-12-31 19:01:42,2014-07-27 16:54:00,"Howard at 2nd","63",2014-07-27 16:55:00,"Howard at 2nd","63",366,"Subscriber","2139"
381793,103,1969-12-31 19:01:43,2014-07-27 10:50:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-27 10:52:00,"San Francisco Caltrain 2 (330 Townsend)","69",436,"Subscriber","94107"
381791,126,1969-12-31 19:02:06,2014-07-27 10:50:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-27 10:52:00,"San Francisco Caltrain 2 (330 Townsend)","69",463,"Subscriber","94107"
381670,89,1969-12-31 19:01:29,2014-07-27 05:17:00,"South Van Ness at Market","66",2014-07-27 05:18:00,"South Van Ness at Market","66",335,"Subscriber","94117"
381660,94,1969-12-31 19:01:34,2014-07-27 02:52:00,"San Pedro Square","6",2014-07-27 02:53:00,"San Pedro Square","6",45,"Subscriber","95112"
381478,66,1969-12-31 19:01:06,2014-07-26 18:02:00,"Harry Bridges Plaza (Ferry Building)","50",2014-07-26 18:03:00,"Harry Bridges Plaza (Ferry Building)","50",449,"Customer","60061"
381342,145,1969-12-31 19:02:25,2014-07-26 15:47:00,"Mechanics Plaza (Market at Battery)","75",2014-07-26 15:49:00,"Mechanics Plaza (Market at Battery)","75",555,"Customer","95051"
381273,161,1969-12-31 19:02:41,2014-07-26 14:28:00,"Powell at Post (Union Square)","71",2014-07-26 14:31:00,"Powell at Post (Union Square)","71",521,"Customer","10547"
380912,83,1969-12-31 19:01:23,2014-07-25 21:28:00,"Castro Street and El Camino Real","32",2014-07-25 21:30:00,"Castro Street and El Camino Real","32",155,"Customer","nil"
380584,60,1969-12-31 19:01:00,2014-07-25 17:30:00,"Castro Street and El Camino Real","32",2014-07-25 17:31:00,"Castro Street and El Camino Real","32",155,"Subscriber","94133"
380498,67,1969-12-31 19:01:07,2014-07-25 17:00:00,"Grant Avenue at Columbus Avenue","73",2014-07-25 17:01:00,"Grant Avenue at Columbus Avenue","73",483,"Customer","nil"
380231,88,1969-12-31 19:01:28,2014-07-25 14:19:00,"Market at Sansome","77",2014-07-25 14:21:00,"Market at Sansome","77",438,"Subscriber","94965"
380026,171,1969-12-31 19:02:51,2014-07-25 11:51:00,"2nd at Townsend","61",2014-07-25 11:54:00,"2nd at Townsend","61",630,"Subscriber","94117"
379667,121,1969-12-31 19:02:01,2014-07-25 08:47:00,"Washington at Kearny","46",2014-07-25 08:49:00,"Washington at Kearny","46",347,"Customer","63104"
379466,132,1969-12-31 19:02:12,2014-07-25 07:46:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-25 07:49:00,"San Francisco Caltrain 2 (330 Townsend)","69",877,"Subscriber","94040"
378420,100,1969-12-31 19:01:40,2014-07-24 13:31:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-24 13:33:00,"San Francisco Caltrain 2 (330 Townsend)","69",428,"Subscriber","94107"
377777,118,1969-12-31 19:01:58,2014-07-24 08:12:00,"Mechanics Plaza (Market at Battery)","75",2014-07-24 08:14:00,"Mechanics Plaza (Market at Battery)","75",405,"Subscriber","94590"
376936,100,1969-12-31 19:01:40,2014-07-23 17:21:00,"Davis at Jackson","42",2014-07-23 17:22:00,"Davis at Jackson","42",541,"Subscriber","94132"
376699,101,1969-12-31 19:01:41,2014-07-23 15:59:00,"Grant Avenue at Columbus Avenue","73",2014-07-23 16:01:00,"Grant Avenue at Columbus Avenue","73",292,"Customer","75063"
376698,108,1969-12-31 19:01:48,2014-07-23 15:59:00,"Grant Avenue at Columbus Avenue","73",2014-07-23 16:01:00,"Grant Avenue at Columbus Avenue","73",273,"Customer","75063"
376560,114,1969-12-31 19:01:54,2014-07-23 13:54:00,"Broadway St at Battery St","82",2014-07-23 13:56:00,"Broadway St at Battery St","82",404,"Subscriber","94606"
376352,82,1969-12-31 19:01:22,2014-07-23 11:35:00,"Paseo de San Antonio","7",2014-07-23 11:37:00,"Paseo de San Antonio","7",713,"Subscriber","95113"
376204,80,1969-12-31 19:01:20,2014-07-23 10:13:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-23 10:15:00,"San Francisco Caltrain 2 (330 Townsend)","69",614,"Subscriber","94066"
372630,67,1969-12-31 19:01:07,2014-07-21 14:10:00,"Clay at Battery","41",2014-07-21 14:11:00,"Clay at Battery","41",652,"Subscriber","94107"
372314,63,1969-12-31 19:01:03,2014-07-21 09:21:00,"SJSU - San Salvador at 9th","16",2014-07-21 09:22:00,"SJSU - San Salvador at 9th","16",226,"Subscriber","95112"
371977,72,1969-12-31 19:01:12,2014-07-21 07:44:00,"Market at 10th","67",2014-07-21 07:45:00,"Market at 10th","67",598,"Subscriber","94103"
371573,73,1969-12-31 19:01:13,2014-07-20 14:22:00,"Civic Center BART (7th at Market)","72",2014-07-20 14:23:00,"Civic Center BART (7th at Market)","72",442,"Customer","89109"
371186,161,1969-12-31 19:02:41,2014-07-19 17:29:00,"San Francisco Caltrain 2 (330 Townsend)","69",2014-07-19 17:31:00,"San Francisco Caltrain 2 (330 Townsend)","69",271,"Subscriber","94103"
371048,63,1969-12-31 19:01:03,2014-07-19 14:45:00,"Embarcadero at Sansome","60",2014-07-19 14:46:00,"Embarcadero at Sansome","60",622,"Customer","3660"
370872,82,1969-12-31 19:01:22,2014-07-19 11:40:00,"Embarcadero at Bryant","54",2014-07-19 11:41:00,"Embarcadero at Bryant","54",320,"Subscriber","94107"
370852,76,1969-12-31 19:01:16,2014-07-19 11:29:00,"Embarcadero at Vallejo","48",2014-07-19 11:30:00,"Embarcadero at Vallejo","48",563,"Customer","95060"
370850,147,1969-12-31 19:02:27,2014-07-19 11:27:00,"Embarcadero at Vallejo","48",2014-07-19 11:30:00,"Embarcadero at Vallejo","48",489,"Customer","95066"
370656,80,1969-12-31 19:01:20,2014-07-18 22:23:00,"Steuart at Market","74",2014-07-18 22:24:00,"Steuart at Market","74",400,"Customer","1"
370513,115,1969-12-31 19:01:55,2014-07-18 18:57:00,"2nd at Townsend","61",2014-07-18 18:59:00,"2nd at Townsend","61",572,"Customer","94158"
369931,107,1969-12-31 19:01:47,2014-07-18 14:13:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-07-18 14:15:00,"Temporary Transbay Terminal (Howard at Beale)","55",348,"Subscriber","94105"
369909,69,1969-12-31 19:01:09,2014-07-18 13:56:00,"Spear at Folsom","49",2014-07-18 13:57:00,"Spear at Folsom","49",475,"Subscriber","94111"
369545,144,1969-12-31 19:02:24,2014-07-18 09:22:00,"2nd at Townsend","61",2014-07-18 09:24:00,"2nd at Townsend","61",483,"Subscriber","94107"
369264,142,1969-12-31 19:02:22,2014-07-18 07:59:00,"Steuart at Market","74",2014-07-18 08:01:00,"Steuart at Market","74",535,"Subscriber","94941"
369128,73,1969-12-31 19:01:13,2014-07-17 23:00:00,"Grant Avenue at Columbus Avenue","73",2014-07-17 23:01:00,"Grant Avenue at Columbus Avenue","73",496,"Subscriber","94102"
369120,145,1969-12-31 19:02:25,2014-07-17 22:17:00,"Commercial at Montgomery","45",2014-07-17 22:19:00,"Commercial at Montgomery","45",370,"Subscriber","94107"
369068,167,1969-12-31 19:02:47,2014-07-17 20:42:00,"Castro Street and El Camino Real","32",2014-07-17 20:45:00,"Castro Street and El Camino Real","32",16,"Subscriber","94041"
368785,164,1969-12-31 19:02:44,2014-07-17 17:40:00,"Harry Bridges Plaza (Ferry Building)","50",2014-07-17 17:42:00,"Harry Bridges Plaza (Ferry Building)","50",677,"Subscriber","94703"
368498,64,1969-12-31 19:01:04,2014-07-17 16:13:00,"2nd at Townsend","61",2014-07-17 16:14:00,"2nd at Townsend","61",325,"Subscriber","94611"
368161,160,1969-12-31 19:02:40,2014-07-17 12:13:00,"Civic Center BART (7th at Market)","72",2014-07-17 12:16:00,"Civic Center BART (7th at Market)","72",335,"Customer","119400"
366075,97,1969-12-31 19:01:37,2014-07-16 09:43:00,"Harry Bridges Plaza (Ferry Building)","50",2014-07-16 09:44:00,"Harry Bridges Plaza (Ferry Building)","50",430,"Subscriber","94103"
365458,72,1969-12-31 19:01:12,2014-07-15 20:38:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",2014-07-15 20:39:00,"Yerba Buena Center of the Arts (3rd @ Howard)","68",625,"Subscriber","94941"
363454,65,1969-12-31 19:01:05,2014-07-14 18:52:00,"Temporary Transbay Terminal (Howard at Beale)","55",2014-07-14 18:53:00,"Temporary Transbay Terminal (Howard at Beale)","55",449,"Subscriber","94608"
362788,60,1969-12-31 19:01:00,2014-07-14 14:09:00,"Powell Street BART","39",2014-07-14 14:10:00,"Powell Street BART","39",372,"Subscriber","94102"
362685,68,1969-12-31 19:01:08,2014-07-14 12:06:00,"Embarcadero at Sansome","60",2014-07-14 12:07:00,"Embarcadero at Sansome","60",391,"Subscriber","94109"
